company_number,charity_number
CE030912,1201263
CS006116,SC052286
CE031135,1201580
CE031522,1202105
CE033747,1204995
CE032351,1203176
CE030940,1201310
CS006383,SC052655
CE032672,1203588
CS006220,SC052401
CE032737,1203668
CS006464,SC052776
CE032589,1203483
CE031489,1202061
CE032145,1202909
CE033067,1204112
CE031502,1202081
CE031223,1201700
CE031977,1202693
CS006224,SC052437
CE031591,1202206
CE030924,1201278
CE031646,1202277
CE030938,1201306
CE033660,1204874
CE030492,1200686
CS006311,SC052526
CE033424,1204574
CS006373,SC052614
CS006105,SC052262
CE032710,1203630
CS006084,SC052220
CE033690,1204919
CE033445,1204600
CS006171,SC052333
CE030414,1200695
CE030608,1200919
CE031091,1201522
CE032282,1203094
CE033315,1204438
CE031867,1202554
CS006415,SC052696
CE031145,1201591
CE033780,1205032
CE031926,1202633
CS005981,SC052084
CE031638,1202266
CE032911,1203908
CE032154,1202922
CE034030,1205363
CE031002,1201392
CE033866,1205147
CE033271,1204382
CE032206,1202991
CE031157,1201609
CE031073,1201483
CE033382,1204520
CE030675,1201005
CE033237,1204340
CE033012,1204032
CE033011,1204031
CE032151,1202919
CE033400,1204544
CE034004,1205332
CS006459,SC052757
CE032367,1203197
CE033419,1204567
CE032505,1203376
CE033253,1204360
CS006308,SC052529
CE030646,1200970
CS006548,SC052872
CE031549,519457
CS006213,SC029761
CE032397,1203242
CE031997,1202722
CE032996,1204014
CE033218,1204316
CE031909,1202612
CE033971,1140509
CE034119,1205484
CS005978,SC052088
CE031968,1202680
CE032073,1202818
CE034052,1205400
CE032799,1203752
CE032512,1203383
CE030888,1201227
CE032232,1203023
CE030680,1201010
CE031274,1201766
CE030744,1201101
CE030574,1200878
CE033127,1204201
CE030461,1200756
CE031339,1201863
CE032213,1202999
CE033047,1204085
CE030781,1200453
CE033200,1204294
CS006206,SC052389
CE032596,1203491
CE032850,1203821
CE030787,1200463
CE032382,1203223
CE033511,1204689
CE031006,1201397
CE031999,1202724
CE032607,1203502
CE030480,1200779
CE032871,1203851
CE031978,1202694
CE033694,1204923
CE033035,1204068
CE031343,1201867
CE033644,1204858
CS006465,SC052775
CE032368,1203199
CE031166,1201626
CE030416,1200697
CE031585,1202199
CE031320,1201838
CE032782,1203726
CS005990,SC052105
CE032739,1203670
CS006295,SC052518
CE031305,1201817
CE030956,1201331
CE030922,1201276
CE030894,1201237
CE031979,1202697
CE030614,1200925
CE030696,1201030
CE034045,1205385
CE032152,1202920
CE033973,1205291
CE032709,1203629
CE030530,1200826
CE033865,1205145
CS006051,SC052189
CE030753,1200409
CE031744,1202393
CE031764,1202420
CE033517,1204699
CE032089,1202842
CE031954,0294261
CE031122,1201565
CE031642,1202271
CE031900,1202599
CE032142,1202904
CE032841,1203810
CE033475,1204636
CE034010,1205339
CE031882,1202575
CE030455,1200747
CE031441,1201998
CE031372,1201903
CE031462,1202027
CE030383,1200642
CE030868,1201195
CS006301,SC052511
CE033646,1204860
CS006026,SC052162
CE032279,1203090
CE031290,1201791
CE033026,1204056
CE033177,1204262
CS006435,SC052726
CS005956,SC052056
CS006148,SC052313
CS006279,SC052496
CS006018,SC052143
CS006068,SC052200
CS006283,SC052491
CE031952,1202663
CE032148,1202916
CE030672,1201000
CE030545,1200843
CE032848,1203819
CE032694,1026760
CE032691,1026760
CE033321,1204444
CE032492,1203360
CE032486,1203354
CE031103,1201540
CS006534,SC052851
CE032322,1203142
CE034104,1205466
CE032982,1203996
CS006088,SC052250
CE031114,1201556
CE032846,1203817
CE031857,1202541
CE031036,1201440
CE031811,1202482
CE033552,1204746
CE032452,1203310
CE031880,1202570
CE031830,1202503
CS006474,SC034287
CE032769,1203710
CE031210,1201683
CE030522,1200815
CE033533,1204719
CE033566,1204764
CE031398,1201937
CE030883,1201219
CE033125,1204197
CE032475,1203340
CE034034,1205369
CE033477,1204638
CS006207,SC052388
CS006071,SC052197
CE031291,1201792
CE030873,1201201
CE030486,1200786
CE030862,1201190
CE033879,1205167
CE032725,1203651
CS006348,SC052610
CS006307,SC052530
CS006191,SC052364
CE031971,1202684
CE033198,1204290
CE034105,1205467
CE032477,1203344
CE033727,1204968
CE033683,1204909
CE030462,1200757
CE030963,1201338
CE033816,1205079
CS006027,SC052160
CE030581,1200886
CE030904,1201252
CE033328,1204454
CE032703,1203620
CE031769,1202429
CE033833,1205100
CS006390,SC052648
CE030909,1201258
CE033783,1205036
CE032334,1203157
CE033162,1204244
CE033969,1205286
CE033447,1204603
CE033996,1205322
CE033532,1204718
CE032643,1203544
CE032696,1203612
CE033451,1204607
CE031461,1202025
CE030795,1200475
CE031370,1201901
CE032914,1203912
CE033738,1204985
CE030504,1200795
CE033506,1204683
CE031610,1202228
CE031924,1202630
CE031083,1201510
CE030666,1200994
CE031865,1202551
CE033893,1205184
CE032688,1203606
CE033995,1205321
CE030662,1200992
CE030620,1200933
CE031848,1202525
CE033092,1204146
CE031225,1201702
CE032102,1202860
CE032702,1203619
CE031935,1202641
CE031426,1201972
CE031253,1201741
CE030936,1201302
CE031380,1201913
CE030877,1201208
CE032564,1203451
CE032359,1203187
CE033314,1204437
CE030456,1200751
CE033502,1204679
CE031660,1202175
CE030438,1200726
CE032990,1204007
CE030920,1201274
CE030474,1200771
CE032670,1203585
CE031974,1202688
CE033732,1204974
CE033823,1205089
CE032315,1203134
CE033394,1204536
CE032274,1203080
CE030454,1200746
CE031862,1202548
CE033918,1205216
CE030837,1201158
CE032601,1203497
CE032713,1203636
CE031693,1202332
CE032517,1203386
CE032863,1203842
CE031507,1202087
CE031505,1202085
CE031111,1201553
CE032820,1203778
CE031789,1202457
CE031625,1202248
CE032411,1203261
CE031767,1202426
CE032410,1203260
CE031437,1201988
CE030503,1200794
CE032510,1203381
CE032502,1203373
CE033409,1204554
CE031180,1201639
CE032889,1203874
CE031775,1202439
CE032459,1203318
CE030688,1201021
CE032994,1204011
CE033553,1204747
CE033943,1205252
CE030427,1200711
CE031342,1201866
CE033788,1205042
CE031406,1201949
CE030390,1200653
CE030534,1200830
CE033496,1204669
CE032026,1202756
CS006120,SC052281
CE030975,1201355
CE033607,1204810
CE031819,1202490
CE033768,1205019
CE033562,1204758
CE030594,1200901
CE031929,1202636
CE033976,1205295
CS006007,SC052134
CE031477,1202049
CE030951,1201323
CE031675,1202298
CE031822,1202493
CE031013,1201405
CE030444,1200735
CE032238,1203030
CE032637,1203538
CE032647,1203549
CE033964,1205281
CE031667,1202289
CE030418,1200700
CE030881,1201216
CE032423,1203277
CE033584,1204785
CE031185,1201649
CE032899,1203889
CE031285,1201783
CE030792,1200468
CE030931,1201287
CE033121,1204189
CE032976,1203989
CE031771,1202431
CS006494,SC052802
CS006302,SC052510
CS006273,SC028614
CE031054,1201460
CE030417,1200698
CE030412,1200683
CE033228,1204330
CS005996,SC052127
CS006108,SC052258
CE033052,1204093
CE033824,1205090
CE032342,1203166
CS006514,SC052828
CE030939,1201307
CE033722,1204958
CS006235,SC052421
CE030619,1200931
CE032833,1203797
CE032161,1202932
CS006257,SC052459
CE032005,1202732
CE030405,1200673
CE032778,1203722
CE033911,1205208
CS006380,SC052630
CS006149,SC052312
CE031645,1202276
CE033682,1204908
CE031429,1201977
CE032403,1203251
CE032895,1203885
CE033862,1205139
CE031310,1201826
CE032310,1203129
CE032815,1203771
CS006190,SC052365
CS006467,SC052772
CE032347,1203171
CE032787,1203734
CE033103,1204164
CE033559,1204755
CS006545,SC052840
CS006002,SC052119
CE032998,1204016
CE031668,1202290
CE031899,1202598
CE030631,1200947
CE031513,1202094
CE031540,1202127
CE030635,1200955
CS006370,SC052619
CE033602,1204804
CE033362,1204495
CE033014,1204035
CE033692,1204921
CE030830,1201150
CE033950,1205259
CE031423,1201969
CE030726,1201073
CE032506,1203377
CE032812,1203767
CE032839,1203807
CE032305,1203123
CE031349,1201873
CE033329,1204455
CE031525,1202108
CE033334,1204462
CE030499,1145050
CS006241,SC052415
CS006276,SC052501
CE030625,1200941
CS006215,SC052411
CE033381,1204518
CE031662,1202178
CE032678,1203595
CE031411,1201956
CE032138,1202900
CE032385,1203229
CE031439,1201996
CE030926,1201280
CE031099,1201535
CE030988,1201374
CE032788,1203735
CS006409,SC052676
CS006538,SC052847
CE033933,1205238
CE032212,1202998
CS006357,SC052599
CE031890,1202587
CS006504,SC052814
CE032077,1202826
CE033015,1107376
CE031801,1202471
CE033840,1205110
CE032593,1203488
CE030827,1201146
CS005983,SC052082
CE031252,1201740
CE032058,1202800
CE031355,1201881
CE033077,1204123
CS006437,SC052724
CE033309,1204432
CE031806,1202476
CE033132,1204206
CE033966,1205283
CE032001,1202726
CE031227,1201707
CE033426,1204577
CE031548,1202137
CE032386,1203230
CE032552,1203437
CE033604,1204806
CS006255,SC052461
CE031557,1202149
CE033401,1204546
CE031778,1202444
CE033845,1205117
CE033391,1204533
CE032269,1203074
CE031739,1202387
CE030500,1134266
CE031182,1201645
CE030658,1200988
CE032453,1203312
CE032436,1203293
CE031936,1202642
CS006417,SC052694
CE033042,1204078
CS006072,SC052233
CE031707,1202350
CS006469,SC052770
CE030803,1200402
CE033319,1204442
CE030445,1200737
CE031937,1202643
CE031239,1201723
CE031868,1202555
CE031873,1202561
CE030874,1201202
CE031061,1201467
CE030739,1201094
CE032147,1202914
CE032193,1202972
CE033853,1205127
CE032530,1203402
CE030384,1200644
CE033507,1204685
CE033367,1204502
CE033242,1204347
CE030835,1201156
CE031612,1202230
CE032157,1202926
CE033082,1204130
CE032335,1203158
CE031918,1202622
CE032258,1203060
CE033105,1204166
CE030959,1201336
CE032187,1202965
CE032265,1203069
CE033818,1205084
CE033178,1204263
CE031188,1201656
CE032570,1203461
CE031173,1138522
CE031872,1202560
CE030435,1200723
CS006303,SC052509
CS006005,SC052137
CE031564,1202162
CE030994,1201380
CE032451,1203309
CE032123,1202883
CE033696,1204925
CE033512,1204690
CS006487,SC052778
CE031680,1202308
CE030502,1200792
CE030408,1200678
CE033799,1205058
CS006267,SC052473
CE031475,1202046
CE031687,1202320
CE031919,1202623
CE030889,1201229
CE031095,1201527
CE030495,1200690
CE030691,1201024
CE030622,1200935
CE031704,1202345
CE033954,1205263
CE033626,1204837
CE030410,1200681
CE033056,1204097
CS006038,SC052174
CE032190,1202968
CE033467,1204627
CE033140,1204215
CE030557,1200855
CE033711,1204942
CS006296,SC052517
CE033298,1204413
CE031712,1202357
CE031269,1201761
CE033756,1205005
CE030765,1200432
CS006516,SC052826
CE030694,1201027
CE031547,1202136
CE032304,1203122
CE030632,1200948
CE032608,1203505
CE032081,1202832
CE031377,1201908
CE032350,1203175
CE031784,1202451
CE032695,1203611
CS006223,SC052397
CE031514,1202095
CE031552,1202140
CS006351,SC052606
CE031706,1202349
CE033678,1204902
CE031331,1201852
CE030605,1200914
CE033846,1205119
CE031172,1058609
CE033089,1204140
CE033937,1205242
CE032522,1203393
CE030747,1201105
CE032318,1203138
CE031422,1201968
CE032464,1203325
CE032651,1203557
CE030677,1201007
CS006421,SC052714
CE030730,1201079
CS006231,SC052429
CE033605,1204807
CE033238,1204341
CE033870,1205151
CE032313,1203132
CE034011,1205340
CS006423,SC052712
CE033258,1204366
CE031884,1202579
CE033281,1204393
CE031714,1202360
CE033892,1205183
CE033305,1204426
CE032340,1203164
CE032677,1203594
CE032888,1203872
CE032040,1202776
CE032339,1203163
CE031152,1201602
CE033759,1205008
CE031299,1201803
CS006306,SC052531
CE032661,1203574
CS006381,SC052659
CE032098,1202854
CE030991,1201377
CE030763,1200429
CE033226,1204328
CE030491,1200685
CE031031,1201433
CS006081,SC052223
CE033784,1205037
CE030588,1200893
CE031773,1202435
CE033354,1204488
CE030623,1200937
CS006110,SC052256
CE033046,1204083
CE032912,1203910
CS006312,SC052525
CS006405,SC052682
CS006316,SC052532
CS005988,SC052108
CS006318,SC052557
CS006382,SC052657
CS006338,SC052562
CS006286,SC052488
CS006188,SC052367
CS006164,SC052350
CS006028,SC052156
CE032940,1203952
CE033233,1204336
CS006384,SC052654
CE033874,1205162
CS005961,SC052078
CE030577,1200881
CE031297,1201801
CE032699,1203616
CE031785,1202452
CS006501,SC052819
CS006569,SC052895
CE032935,1203945
CE033079,1204127
CE031602,1202219
CE033668,1197357
CE033687,1197357
CE032443,1203300
CE033928,1205232
CS006109,SC052257
CE030782,1200458
CE031713,1202358
CE030471,1200768
CE032864,1203843
CS006527,SC052860
CE032251,1203049
CS006540,SC052845
CS006041,SC052169
CE032126,1202886
CE033402,1204547
CS006137,SC052295
CE032114,1202873
CE031288,1201789
CE031671,1202293
CS005959,SC052080
CE034113,1205477
CE032015,1202746
CE030771,1200441
CE030847,1201168
CS006093,SC052242
CS006438,SC052721
CE034047,1205388
CE031136,1201582
CS006050,SC052190
CS006368,SC052621
CS006281,SC052494
CE032029,1202761
CE033955,1205264
CE032268,1203073
CE034058,1205407
CE030490,1200684
CE031190,1201659
CS006244,SC052447
CE032849,1203820
CE031335,1201856
CE030978,1201359
CE031323,1201841
CE033932,1205236
CE033842,1205112
CS006253,SC026688
CE033963,1205279
CE033478,1204639
CE032104,1202862
CE033338,1204467
CE032886,1203869
CE032583,1203476
CE033819,1205085
CE032087,1202839
CE032578,1203471
CE032244,1203040
CE032476,1203341
CE033337,1204465
CE033598,1204800
CE033290,1204405
CE033596,1204798
CE032085,1202837
CE031108,1201549
CE030529,1200825
CE033277,1204388
CE030678,1201008
CS006280,SC052495
CS006503,SC052816
CE031150,1201597
CE031123,1201566
CE031532,1202117
CE032549,1203428
CE032584,1203477
CE033577,1204777
CE033509,1204687
CE030447,1200739
CE034077,1205432
CE030482,1200781
CE033030,1204060
CE032457,1203316
CE031329,1201850
CE032548,1203427
CE033572,1204770
CE031015,1201408
CE033849,1205122
CE031677,1202303
CE031852,1202531
CE033361,1204494
CE033634,1204845
CE033844,1205116
CE032256,1203058
CE033618,1204824
CE031503,1202083
CE033420,1204568
CS006341,SC052580
CE032861,1203837
CE031062,1201468
CS006300,SC052512
CE032495,1203363
CE033981,1205302
CE032413,1203263
CE032170,1202946
CS006535,SC052850
CE031605,1202222
CE033457,1204614
CE030814,1201126
CE033733,1204976
CE033856,1205130
CE032333,1203156
CE033139,1204214
CE033836,1205105
CS006408,SC052678
CE030643,1200966
CE033726,1204966
CE033365,1204500
CE033274,1204385
CE033565,1204761
CE033926,1205228
CE031984,1202709
CE031573,1202187
CE030676,1201006
CE032468,1203329
CE030908,1201257
CE032448,1203306
CE031189,1201657
CE032498,1203368
CE033223,1204325
CE033987,1205310
CE031535,1202121
CE032416,1203268
CE031175,1201634
CE030563,1200865
CE030720,1201066
CE033331,1204458
CE030520,1200813
CE030466,1200762
CE033112,1204174
CE033213,1204310
CE034022,1205352
CE030976,1201356
CE032730,1203658
CE032299,1203116
CE031621,1202241
CE033925,1205226
CE031025,1201422
CE032057,1202799
CE031681,1202312
CE033102,1204163
CE033375,1204511
CE033407,1204552
CE034057,1205406
CS006083,SC052221
CE032811,1203766
CS006185,SC052370
CS006174,SC052329
CS006431,SC052730
CE031550,1202138
CE031078,1201504
CE033003,1106723
CS006044,SC036787
CE030566,1200869
CS006004,SC052117
CE031524,1202107
CE032317,1203137
CE033828,1205095
CE032858,1203834
CE030398,1200662
CE032931,1203938
CE030397,1200661
CE034060,1205409
CE031486,1129392
CE032942,1203954
CE030385,1200645
CE031249,1201734
CE032405,1203254
CE032821,1203779
CE033504,1204681
CE031725,1202374
CE033554,1204748
CE034093,1205451
CE032445,1203303
CE031056,1201462
CE033551,1204745
CE031183,1201646
CS006327,SC052544
CE031378,1201909
CE032159,1202930
CS006130,SC052306
CE032630,1203529
CS006186,SC052369
CE033748,1204996
CS006098,SC052237
CS006090,SC052245
CS006473,SC052761
CE033538,1204726
CE032461,1203321
CE031780,1202446
CE030794,1200473
CE033521,1204704
CE033372,1204507
CE032097,1202852
CE031463,1202028
CE030489,1200789
CE032773,1203716
CS006499,SC052800
CS006033,SC052181
CS006477,SC052791
CE030604,1200913
CE030484,1200784
CE031286,1201785
CE033069,1204114
CE033288,1204403
CE033591,1204793
CE031893,1202592
CE032905,1203896
CS006468,SC052771
CE033474,1204635
CE030609,0377581
CE030628,1200944
CE031521,1202104
CE031245,1201729
CE032245,1203041
CS006258,SC052458
CS005994,SC052100
CE031777,1202442
CS006563,SC052878
CE033239,1204342
CS005958,SC052081
CE032062,1202805
CE033147,1204223
CE031035,1201439
CS006053,SC052186
CE031970,1202683
CE033921,1205220
CE033633,1204844
CE031049,0274727
CE032847,1203818
CE030800,1200399
CE032401,1203247
CE033775,1205025
CS006106,SC052260
CS006067,SC052201
CE031011,1201403
CE033028,1204058
CS006042,SC052168
CE031731,1202381
CS006484,SC052781
CE032407,1203256
CE033815,1205078
CE033468,1204629
CE031901,1202601
CE032667,1203582
CE031678,1202304
CE033575,1204775
CE032795,1203746
CE033444,1204599
CE030817,1201130
CE031663,1202180
CE033691,1204920
CE032508,1203379
CE031953,1202664
CE030501,1200790
CE032538,1203412
CE033264,1204374
CE032932,1203939
CE033968,1205285
CE034021,1205351
CE032964,1203979
CE031307,1201823
CE031155,1201606
CE033205,1204300
CE033920,1205219
CS006157,SC052325
CE032278,1203089
CE031195,1201665
CE032365,1203193
CE031000,1201388
CE031887,1202583
CE031444,1202003
CS006325,SC052547
CE032252,1203050
CS005957,SC052054
CE031717,1202364
CE031032,1201434
CE032611,1203509
CE030802,1200401
CS006466,SC052774
CS006270,SC052465
CE032225,1203016
CS006195,SC052360
CE032878,1203861
CS006329,SC052542
CE032176,1202952
CE033958,1205268
CE031960,1202668
CE031169,1201631
CE032700,1203617
CE031179,1201638
CE032235,1203026
CE032380,1203219
CS006460,SC052752
CE030413,1137923
CE032605,1137923
CE032469,1203331
CE033243,1204348
CE031484,1202058
CE031374,1201905
CE032720,1203645
CS006413,SC052700
CE033388,1204529
CS006122,SC052279
CE031647,1202278
CE031783,1202450
CE031196,1201666
CE033587,1204788
CE032132,1202893
CE032068,1202812
CE031255,1201743
CE032363,1203191
CS006047,SC052194
CS006553,SC052866
CE033924,1205224
CE033072,1204117
CE033599,1204801
CE031879,1202568
CE031565,1202163
CE030949,1201321
CE031205,1201678
CE031636,1202264
CE032499,1203370
CE031699,1202338
CE031473,1202043
CE032277,1203088
CE033301,1204418
CE032887,1203871
CE031755,1202407
CE031204,1201677
CE032754,1203690
CE033889,1205178
CE032948,1203960
CE031330,1201851
CE031676,1202301
CE033627,1204838
CE030664,1147669
CS006262,SC052451
CS006399,SC052665
CE032355,1203182
CE030965,1201340
CS006100,SC052235
CE034117,1205482
CS006168,SC052339
CS006196,SC052359
CE031338,1201860
CS006547,SC052875
CE031975,1202691
CE032527,1203399
CE033677,1204901
CE031619,1202239
CS006237,SC052419
CE034115,1205479
CE032960,1203974
CE033020,1204042
CE031543,1202131
CE032544,1203423
CE032745,1203676
CS006275,SC052504
CE033146,1204222
CE031048,1201455
CE032375,1203211
CE033812,1205075
CE033498,1204671
CE032545,1203424
CE032955,1203967
CE033583,1204784
CE032480,1203345
CE032141,1202903
CE030723,1201069
CE032280,1203092
CE033255,1204362
CS006099,SC052236
CE031544,1202132
CE031761,1129261
CE033273,1204384
CE033778,1205029
CE031156,1201608
CE033396,1204539
CE033352,1204486
CE031468,1202036
CE031855,1202539
CE033906,1205201
CS006313,SC052523
CS006476,SC052792
CS006161,SC052319
CS006321,SC052553
CS006078,SC052227
CS005970,SC052068
CS006371,SC052617
CS006549,SC052871
CE031944,1202652
CE033931,1205235
CE032220,1203008
CE034079,1205434
CE032066,1202810
CE032419,1203271
CE033490,1204658
CE033316,1204439
CE031219,1201694
CE031416,1201962
CE030903,1201251
CE033665,1204883
CE031107,1201548
CE033282,1204395
CE031724,1202373
CS006060,SC052210
CS006481,SC052784
CS006340,SC052584
CE032009,1202736
CE033154,1204234
CE033499,1204672
CE032337,1203160
CE031313,1201829
CE031266,1201758
CE033998,1205325
CE031207,1201681
CS006355,SC052602
CE031336,1201857
CE031493,1202067
CS005962,SC052077
CE030768,1200438
CE032594,1203489
CE032285,1203097
CE031820,1202491
CE031098,1201534
CE031256,1201745
CE033563,1204759
CE030517,1200810
CE030481,1200780
CE032984,1203998
CE032169,1202945
CE031106,1201545
CE033406,1204551
CE032785,1203730
CE031837,1202512
CE032789,1203736
CE032819,1203776
CE031609,1202226
CS006029,SC052155
CE033386,1204525
CS006471,SC052766
CE033211,1204308
CE032738,1203669
CE031414,1201959
CS006519,SC052822
CE032233,1203024
CE032446,1203304
CE031752,1202403
CE030460,1200755
CE030767,1200436
CS006085,SC052219
CE033431,1204584
CE030679,1201009
CE033877,1205165
CE032616,1203515
CE031127,1201572
CE033215,1204312
CE033693,1204922
CE030993,1201379
CE032259,1203062
CE033810,1205072
CE030540,1200837
CE033199,1204293
CE033821,1205087
CE030551,1126509
CE033093,1204147
CS006429,SC016736
CE032501,1203372
CS006063,SC052205
CS005977,SC052089
CE033934,1205239
CE031397,1201936
CS006402,SC052660
CE031815,1202486
CE033033,1204066
CE031262,1201751
CE033667,1204886
CE032200,1202981
CE031384,1201919
CE032579,1203472
CE032364,1203192
CE032370,1203201
CE031070,1201479
CE031487,1202059
CE031420,1201966
CE033886,1205175
CE033536,1204723
CE034046,1205386
CE031332,1201853
CE031010,1201401
CE033393,1204535
CS006285,SC052489
CE031385,1201921
CE032228,1203019
CE031369,1201900
CS006451,SC052737
CE032301,1203119
CE032271,1203076
CS006011,SC052129
CE033770,1205020
CE031200,1201673
CE031983,1202703
CE031917,1202621
CE032915,1203914
CE033876,1205164
CE032814,1203770
CE033048,1204088
CE030969,1201345
CE032167,1202940
CE033461,1204620
CE032210,1202996
CE032328,1203150
CE031711,1202356
CE030470,1200767
CE034123,1205492
CE032442,1203299
CS006342,SC052579
CE031751,1202402
CE032890,1203875
CE032487,1203355
CE031237,1201720
CE032531,1203403
CE032211,1202997
CS006236,SC052420
CE033376,1204512
CS006256,SC052460
CE031085,1201512
CE031613,1202231
CE031456,1202019
CE033851,1205125
CE031728,1202377
CE031068,1201476
CE032641,1203542
CE031309,1201825
CE030554,1200852
CE030485,1200785
CS005964,SC052074
CE031795,1202465
CS006291,SC052483
CS006040,SC052171
CE031875,1202564
CE031686,1202319
CE031895,1202593
CE030932,1201290
CE030979,1201361
CE032817,1203773
CE030423,1200706
CE032288,1203107
CE030914,1201265
CE033590,1204792
CE032388,1203232
CE032768,1203709
CE031391,1201928
CE032978,1203992
CE031147,1201594
CE031665,1202286
CE032524,1203395
CE031914,1202618
CS006552,SC052868
CE032597,1203493
CE033110,1204172
CS006156,SC052327
CE030392,1200656
CE031555,1202146
CE033133,1204208
CE030434,1200721
CE030647,1200971
CE030986,1201372
CE033891,1205182
CE034007,1205336
CE033284,1204397
CE033868,1205149
CE030798,1200394
CE033645,1204859
CE034085,1205442
CE034090,1205448
CE032110,1202869
CE031454,1202016
CE032957,1203971
CE033560,1204756
CE032937,1203949
CE031723,1202371
CE033220,1204319
CE032835,1203800
CS006395,SC052639
CS006032,SC052152
CS006483,SC052782
CE033417,1204565
CE033809,1205071
CE034100,1205461
CE031592,1202209
CE033880,1205168
CE030788,1200464
CE030692,1201025
CE031939,1202647
CE032763,1203704
CE033286,1204399
CS005973,SC052095
CE033165,1204247
CS006001,SC052120
CE032746,1203677
CE033383,1204521
CE031844,1202519
CS006123,SC052275
CE030542,1200839
CE032891,1203877
CE033170,1204254
CE031976,1202692
CS006432,SC052729
CE032925,1203930
CE033600,1204802
CE031928,1202635
CE030568,1200871
CE032783,1203727
CE031511,1202089
CE031763,1202419
CE032376,1203215
CE032417,1203269
CE031959,1202667
CE033212,1204309
CS006518,SC052823
CE034073,1205427
CE031212,1201685
CE030649,1200974
CE032323,1203143
CE031691,1202326
CE031121,1201564
CE031803,1202473
CE032693,1105831
CE030515,1099770
CS006269,SC052469
CE031327,1201848
CE030834,1201155
CE032576,1203469
CE030684,1201016
CE033464,1204623
CE031394,1201932
CS006163,SC052351
CS006558,SC052885
CE031617,1102481
CE031405,1201948
CE030459,1200754
CE033188,1204277
CE032332,1203155
CE032615,1203514
CS006333,SC052571
CE031598,1202215
CE030611,1200920
CE033670,1204889
CE031162,1201618
CE032144,1202907
CE033782,1205034
CE032659,1203571
CE032250,1203048
CE031272,1201764
CE034051,1205399
CE032111,1202870
CE032535,1203409
CS006304,SC052508
CE031148,1201595
CE032374,1203209
CE033859,1205133
CE031264,1201755
CE032800,1203754
CE033522,1204706
CE033350,1204481
CE032424,1203279
CE032580,1203473
CE032129,1202890
CE033529,1204714
CE031654,1202167
CE030761,1200427
CE033064,1204107
CE033537,1204725
CS006209,SC052386
CS006150,SC052311
CE030880,1201215
CE032319,1203139
CE033544,1204733
CE033443,1204597
CE033326,1204452
CE031022,1201416
CE032162,1202934
CE031523,1202106
CE031052,1201458
CE031967,1202678
CE033120,1204188
CS006496,SC052797
CE031738,1202386
CE031298,1201802
CE030708,1201044
CE033485,1204650
CE031556,1202148
CE030602,1200911
CE033709,1204940
CE033860,1205135
CS006522,SC052865
CE032824,1203783
CE032032,1202764
CE033325,1204451
CE033913,1205212
CE030381,1200639
CE030391,1200654
CE032977,1203991
CE032642,1203543
CE032435,1203292
CE030810,1201121
CE031666,1202287
CE033569,1204767
CE032372,1203204
CE033791,313345
CE033769,0313345
CE033909,1205206
CE031656,1202169
CE033763,1205012
CE031303,1201808
CE030952,1201324
CE031464,1202029
CE033863,1205140
CE033652,1204865
CE030791,1200467
CS006183,SC052372
CE032316,1203136
CE031213,1201686
CE033355,1204490
CE031575,1202189
CE033535,1204722
CE032620,1203519
CE030816,1201129
CS006087,SC052251
CS006358,SC052597
CE030616,1200927
CE034086,1205443
CE030524,1200817
CE032621,1203520
CE031812,1202483
CE030964,1201339
CS006091,SC052244
CE032981,1203995
CE031528,1202112
CE030532,1200828
CE032513,1117662
CE032606,1117662
CE030934,1201293
CE031930,1202637
CE031216,1201690
CE032173,1202949
CE033268,1156924
CE033697,1204926
CE033992,1205317
CE033000,1204019
CS006444,SC052745
CE031445,1202005
CE033418,1204566
CE033721,1204955
CE031745,1202394
CE031986,1202706
CE031459,1202023
CE033728,1204969
CS005953,SC052061
CS006396,SC017751
CS006204,SC052391
CS006159,SC052323
CS006457,SC052759
CS005989,SC052106
CE031020,1201414
CE033276,1204387
CE031508,1197068
CE033423,1204573
CE032860,1203836
CE033801,1205060
CE030774,276626
CS006515,SC052827
CE033036,1204070
CE031222,1201699
CE031501,1202079
CE031688,1202322
CE032230,1203021
CE031197,1201668
CS006419,SC052691
CS006214,SC052412
CE032967,1203982
CE032198,1202978
CE030891,1201232
CE033310,1204433
CE031869,1202556
CE031419,1201965
CE032050,1202790
CS006561,SC052880
CS005954,SC052059
CE031586,1202200
CE033781,1205033
CE033389,1204530
CE032325,1203147
CE033432,1204585
CE033129,1204204
CE033613,1204817
CE032719,1203644
CS006243,SC052448
CE032082,1202833
CE033761,1205010
CE033340,1204469
CE030990,1145740
CE033422,1204571
CE033757,1205006
CE031168,1201629
CE033227,1204329
CE033570,1204768
CE033882,1205170
CE032526,1203398
CE032546,1203425
CE032867,1203846
CE033260,1204370
CE032025,1202755
CE033718,1204950
CS006353,SC052604
CE032409,1203258
CS006455,SC052733
CS006020,SC052141
CE031958,1202665
CE033647,1204861
CS006097,SC052238
CE033610,1204814
CE031765,1202421
CE032588,1203482
CE032456,1203315
CE033885,1205174
CE033142,1204217
CE031138,1164524
CE031891,1202589
CE031732,1202382
CE033278,1204389
CE033368,1204503
CE032511,1203382
CE033246,1204351
CE033111,1204173
CE031362,1201888
CE032425,1203280
CS006113,SC052253
CE030586,1200891
CE031850,1202528
CE033746,1204994
CE032336,1203159
CE034114,1205478
CE031265,1201757
CE032106,1202864
CE031408,1201952
CE034024,1205355
CS006165,SC052349
CE031316,1201833
CE032194,1202974
