org_id_a,org_id_b,org_name,relationship,source
GB-CHC-1098332,GB-CHC-1174085,HAMPSHIRE SEARCH AND RESCUE,sameas,"Charity Reregistrations"
GB-CHC-1092649,GB-CHC-1168484,HAMPSTEAD GARDEN OPERA TRUST LTD,sameas,"Charity Reregistrations"
GB-CHC-1145862,GB-CHC-1176805,HAND IN HAND FOR AID AND DEVELOPMENT,sameas,"Charity Reregistrations"
GB-CHC-292173,GB-CHC-1176053,HARNHILL CENTRE OF CHRISTIAN HEALING,sameas,"Charity Reregistrations"
GB-CHC-224941,GB-CHC-1179665,HARRISON AND POTTER TRUST,sameas,"Charity Reregistrations"
GB-CHC-1109704,GB-CHC-1179075,HART GABLES,sameas,"Charity Reregistrations"
GB-CHC-529474,GB-CHC-1173116,HARTLEY EDUCATIONAL FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-260937,GB-CHC-1170624,HARWICH AND DISTRICT FELLOWSHIP FOR THE SICK,sameas,"Charity Reregistrations"
GB-CHC-273567,GB-CHC-1174807,HARWICH ELECTRIC PALACE TRUST,sameas,"Charity Reregistrations"
GB-CHC-1027041,GB-CHC-1169580,HATHERLEIGH PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-301545,GB-CHC-1176993,HAWKESBURY HOSPITAL HALL,sameas,"Charity Reregistrations"
GB-CHC-1136555,GB-CHC-1173808,HAWKINGE COMMUNITY AFTER SCHOOL CLUB,sameas,"Charity Reregistrations"
GB-CHC-1089981,GB-CHC-1161751,HAWTHORN TREE COMMUNITY CHILDREN'S CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1144461,GB-CHC-1178587,HEADLEY PARK CHURCH,sameas,"Charity Reregistrations"
GB-CHC-502900,GB-CHC-1171784,HEALEY COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1121605,GB-CHC-1173120,HEALTH AND LOCAL FOOD FOR FAMILIES,sameas,"Charity Reregistrations"
GB-CHC-1155309,GB-CHC-1175762,HELPING RHINOS,sameas,"Charity Reregistrations"
GB-CHC-308085,GB-CHC-1171990,HENBURY AND BRENTRY COMMUNITY COUNCIL,sameas,"Charity Reregistrations"
GB-CHC-1144049,GB-CHC-1179570,HENGOED COMMUNITY PROJECT,sameas,"Charity Reregistrations"
GB-CHC-1082309,GB-CHC-1177931,HEREFORDSHIRE HEARTSTART,sameas,"Charity Reregistrations"
GB-CHC-1053609,GB-CHC-1151298,HERRIOT HOSPICE HOMECARE,sameas,"Charity Reregistrations"
GB-CHC-1136031,GB-CHC-1180955,HERTS INCLUSIVE THEATRE,sameas,"Charity Reregistrations"
GB-CHC-521118,GB-CHC-1180178,HESKETH BANK COMMUNITY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1018521,GB-CHC-1171372,HESLINGTON PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1080244,GB-CHC-1166157,HEXHAM YOUTH INITIATIVE,sameas,"Charity Reregistrations"
GB-CHC-1117924,GB-CHC-1172158,HHUGS - HELPING HOUSEHOLDS UNDER GREAT STRESS,sameas,"Charity Reregistrations"
GB-CHC-700112,GB-CHC-1179013,HIGHFIELDS  CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1073060,GB-CHC-1180653,HIGHWAY PLAYDAYS,sameas,"Charity Reregistrations"
GB-CHC-277760,GB-CHC-1170319,HINTON MARTELL VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-300164,GB-CHC-1179097,HOLYPORT WAR MEMORIAL HALL,sameas,"Charity Reregistrations"
GB-CHC-523155,GB-CHC-1181450,HONEYBOURNE VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1156140,GB-CHC-1180123,HOPE CHURCH RHONDDA,sameas,"Charity Reregistrations"
GB-CHC-1041258,GB-CHC-1161729,HOPE FOR CHILDREN,sameas,"Charity Reregistrations"
GB-CHC-1039756,GB-CHC-1180426,HOPE VALLEY AFTER SCHOOL CARE GROUP,sameas,"Charity Reregistrations"
GB-CHC-1147898,GB-CHC-1173711,HORSESHOES AND HANDPRINTS,sameas,"Charity Reregistrations"
GB-CHC-208855,GB-CHC-1101083,HOSPITALITY ACTION,sameas,"Charity Reregistrations"
GB-CHC-1041193,GB-CHC-1181034,HOUGHAM VILLAGE HALL TRUST,sameas,"Charity Reregistrations"
GB-CHC-277815,GB-CHC-1145490,HOUNSLOW TOY LIBRARY LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1082670,GB-CHC-1181247,HULL CHURCHES HOME FROM HOSPITAL SERVICE,sameas,"Charity Reregistrations"
GB-CHC-237215,GB-CHC-526307,HUTTON CHARITY,sameas,"Charity Reregistrations"
GB-CHC-1007675,GB-CHC-1181418,HYSON GREEN YOUTH CLUB,sameas,"Charity Reregistrations"
GB-CHC-279975,GB-CHC-1174976,ILFRACOMBE & DISTRICT COMMUNITY TRANSPORT ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1010817,GB-CHC-1179103,IMANI COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1118960,GB-CHC-1177038,IN ANOTHER PLACE,sameas,"Charity Reregistrations"
GB-CHC-1084014,GB-CHC-1180741,INSTITUTE OF BUSINESS ETHICS,sameas,"Charity Reregistrations"
GB-CHC-257281,GB-CHC-1083046,INTER-ACTION TRUST LTD,sameas,"Charity Reregistrations"
GB-CHC-1072772,GB-CHC-1171878,INTERCOM,sameas,"Charity Reregistrations"
GB-CHC-1068349,GB-CHC-1164736,INTERNATIONAL CHINA CONCERN,sameas,"Charity Reregistrations"
GB-CHC-1003211,GB-CHC-1176633,INTERNATIONAL CHRISTIAN MARITIME ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1125108,GB-CHC-1169284,INTERNATIONAL GOSPEL COMMUNITY,sameas,"Charity Reregistrations"
GB-CHC-306038,GB-CHC-1117014,INTERNATIONAL YOUTH HOSTEL FEDERATION,sameas,"Charity Reregistrations"
GB-CHC-1105942,GB-CHC-1154340,ISLAMBRADFORD,sameas,"Charity Reregistrations"
GB-CHC-272690,GB-CHC-1173839,ISLAMIC ASSOCIATION OF NORTH LONDON,sameas,"Charity Reregistrations"
GB-CHC-1008199,GB-CHC-1177472,JACKSONS EDUCATIONAL FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-312127,GB-CHC-1181004,JAMES MARSHALL FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-1157819,GB-CHC-1176639,JESSICA'S SARCOMA AWARENESS,sameas,"Charity Reregistrations"
GB-CHC-310023,GB-CHC-1131850,JEWS' COLLEGE,sameas,"Charity Reregistrations"
GB-CHC-1047900,GB-CHC-1180324,JOSEPH HARDY CHARITABLE TRUST,sameas,"Charity Reregistrations"
GB-CHC-1120166,GB-CHC-1153068,JUBILEE COMMUNITY CHURCH (EAST GRINSTEAD),sameas,"Charity Reregistrations"
GB-CHC-1072600,GB-CHC-1127691,JUST AROUND THE CORNER,sameas,"Charity Reregistrations"
GB-CHC-1145933,GB-CHC-1177650,JUST CARING MIDLANDS,sameas,"Charity Reregistrations"
GB-CHC-1062390,GB-CHC-1117763,KAIROS COMMUNITY TRUST,sameas,"Charity Reregistrations"
GB-CHC-1077200,GB-CHC-1133510,KARIS NEIGHBOUR SCHEME,sameas,"Charity Reregistrations"
GB-CHC-511141,GB-CHC-1146310,KEMP HOUSE TRUST LTD,sameas,"Charity Reregistrations"
GB-CHC-223382,GB-CHC-1176989,KENT ARCHAEOLOGICAL SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-510406,GB-CHC-1170675,KHOJA SHIA ITHNA-ASHERI MUSLIM COMMUNITY OF BIRMINGHAM,sameas,"Charity Reregistrations"
GB-CHC-299539,GB-CHC-1165590,KING'S CHURCH BISHOP'S WALTHAM,sameas,"Charity Reregistrations"
GB-CHC-301866,GB-CHC-1180268,KING'S SOMBORNE VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1077523,GB-CHC-1181334,KINGS CHURCH WOKINGHAM,sameas,"Charity Reregistrations"
GB-CHC-1177040,GB-CHC-1179258,KINGS HEATH CHRISTADELPHIAN CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1029485,GB-CHC-1177046,KINGS WORTHY PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1096343,GB-CHC-1174450,KINGSCARE LEAGUE OF FRIENDS,sameas,"Charity Reregistrations"
GB-CHC-285737,GB-CHC-1177621,KINGSDOWN PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-299430,GB-CHC-1160983,KINGSTON BEREAVEMENT SERVICE,sameas,"Charity Reregistrations"
GB-CHC-1047327,GB-CHC-1168228,KIRK HAMMERTON NURSERY SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-701957,GB-CHC-1172318,KIRKBY FLEETHAM VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1010893,GB-CHC-1181430,LANCASHIRE BADGER GROUP,sameas,"Charity Reregistrations"
GB-CHC-1142158,GB-CHC-1175498,LAWYERS FOR PALESTINIAN HUMAN RIGHTS,sameas,"Charity Reregistrations"
GB-CHC-522238,GB-CHC-1179488,LAXTON VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1063400,GB-CHC-1177735,LEAFIELD PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-505202,GB-CHC-1174743,LEDBURY AMATEUR DRAMATIC SOCIETY LIMITED,sameas,"Charity Reregistrations"
GB-CHC-227322,GB-CHC-1094097,LEE ABBEY FELLOWSHIP,sameas,"Charity Reregistrations"
GB-CHC-1141498,GB-CHC-1180546,LEGACY  WM,sameas,"Charity Reregistrations"
GB-CHC-209464,GB-CHC-1078271,LEICESTER CHARITY ORGANISATION SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1095540,GB-CHC-1168829,LEICESTER RAPE CRISIS,sameas,"Charity Reregistrations"
GB-CHC-1033808,GB-CHC-1175673,LEIGH LOLLIPOPS NURSERY,sameas,"Charity Reregistrations"
GB-CHC-299517,GB-CHC-1178649,LEIGHTON BUZZARD FESTIVAL SINGERS,sameas,"Charity Reregistrations"
GB-CHC-1010957,GB-CHC-1157147,LEUKAEMIA BUSTERS,sameas,"Charity Reregistrations"
GB-CHC-1153936,GB-CHC-1178223,LEVEL TRUST,sameas,"Charity Reregistrations"
GB-CHC-1068735,GB-CHC-1174895,LEWES DISTRICT CHURCHES HOMELINK,sameas,"Charity Reregistrations"
GB-CHC-1052636,GB-CHC-1170211,LIFEHOUSE CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1109488,GB-CHC-1178562,LIGHTHOUSE (HAZLEMERE),sameas,"Charity Reregistrations"
GB-CHC-327111,GB-CHC-1083414,LIMMUD,sameas,"Charity Reregistrations"
GB-CHC-1112390,GB-CHC-1165953,LINK ETHIOPIA,sameas,"Charity Reregistrations"
GB-CHC-1157716,GB-CHC-1181312,LIPOEDEMA UK,sameas,"Charity Reregistrations"
GB-CHC-1169574,GB-CHC-1181630,"LITTLE ACORNS, CROSSGATES",sameas,"Charity Reregistrations"
GB-CHC-1036017,GB-CHC-1174687,LITTLE BEARS PRE-SCHOOL (SHEBBEAR),sameas,"Charity Reregistrations"
GB-CHC-1151829,GB-CHC-1161274,LITTLE PEOPLE UK,sameas,"Charity Reregistrations"
GB-CHC-802492,GB-CHC-1150019,LITTLEHAMPTON SPORTSFIELD,sameas,"Charity Reregistrations"
GB-CHC-1136312,GB-CHC-1179991,LIVERPOOL CHINESE GOSPEL CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1043039,GB-CHC-1117553,LOGOS THEATRE COMPANY LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1042645,GB-CHC-1165961,LONDON CHILDREN'S BALLET,sameas,"Charity Reregistrations"
GB-CHC-1100019,GB-CHC-1147168,LONDON TIGERS LTD,sameas,"Charity Reregistrations"
GB-CHC-1051538,GB-CHC-1169134,LONG PRESTON PLAYING FIELD ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-242423,GB-CHC-1153110,LONGTOWN MEMORIAL HALL COMMUNITY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-289198,GB-CHC-1171985,LORDSWOOD RESIDENTS AND COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-281406,GB-CHC-1168401,LOSTWITHIEL COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1125595,GB-CHC-1177683,LOVE ME - LOVE MY MIND,sameas,"Charity Reregistrations"
GB-CHC-1043005,GB-CHC-1081368,LOWESTOFT COMMUNITY CHURCH LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1137186,GB-CHC-1178264,LUNCH POSITIVE,sameas,"Charity Reregistrations"
GB-CHC-517854,GB-CHC-1177166,LYNEMOUTH RECREATION GROUND,sameas,"Charity Reregistrations"
GB-CHC-226347,GB-CHC-1174656,MACCLESFIELD SOCIETY FOR THE BLIND,sameas,"Charity Reregistrations"
GB-CHC-1147458,GB-CHC-1178339,MADDI'S BUTTERFLIES,sameas,"Charity Reregistrations"
GB-CHC-1144492,GB-CHC-1177042,MAIDSTONE FAMILY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1010542,GB-CHC-1156782,MAKTAB TARIGHAT OVEYSSI SHAHMAGHSOUDI (SCHOOL OF ISLAMIC SUFISM),sameas,"Charity Reregistrations"
GB-CHC-1013687,GB-CHC-1167817,MALACHI COMMUNITY TRUST,sameas,"Charity Reregistrations"
GB-CHC-1133125,GB-CHC-1178558,MALVERN EVANGELICAL CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1134527,GB-CHC-1172087,MANCHESTER AND WARRINGTON AREA QUAKER MEETING (RELIGIOUS SOCIETY OF FRIENDS),sameas,"Charity Reregistrations"
GB-CHC-327149,GB-CHC-1148853,MANCHESTER CHARITABLE TRUST LTD,sameas,"Charity Reregistrations"
GB-CHC-273683,GB-CHC-1176423,MANOR FARM BOYS' CLUB,sameas,"Charity Reregistrations"
GB-CHC-508810,GB-CHC-1180947,MAPA BRADFORD,sameas,"Charity Reregistrations"
GB-CHC-252594,GB-CHC-1167990,MARGARET GREEN ANIMAL RESCUE,sameas,"Charity Reregistrations"
GB-CHC-1023134,GB-CHC-1167873,MARSDEN PRE SCHOOL PLAYGROUP AND TODDLERS,sameas,"Charity Reregistrations"
GB-CHC-1001900,GB-CHC-1151593,MARYLEBONE BANGLADESH SOCIETY LTD,sameas,"Charity Reregistrations"
GB-CHC-1072441,GB-CHC-1181625,"MAYFLOWER PLAYGROUP, HAYWARDS HEATH",sameas,"Charity Reregistrations"
GB-CHC-210544,GB-CHC-1161927,MAYNARD AND COTTON'S HOSPITAL,sameas,"Charity Reregistrations"
GB-CHC-1148026,GB-CHC-1179545,MEDWAY AFRICAN AND CARIBBEAN ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1034965,GB-CHC-1178648,MELDRETH PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-300052,GB-CHC-1158770,MEPPERSHALL VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1033724,GB-CHC-1178374,MERSEYSIDE ASBESTOS VICTIMS SUPPORT GROUP,sameas,"Charity Reregistrations"
GB-CHC-1114573,GB-CHC-1179291,MESILA UK LIMITED,sameas,"Charity Reregistrations"
GB-CHC-210802,GB-CHC-1160493,MID SURREY MENCAP,sameas,"Charity Reregistrations"
GB-CHC-1130828,GB-CHC-1179225,MID WALES MUSIC TRUST,sameas,"Charity Reregistrations"
GB-CHC-1023015,GB-CHC-1171436,MILAAP MULTICULTURAL DAY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1017480,GB-CHC-1173307,MILE END NURSERY AND PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-268507,GB-CHC-1178002,MILTON KEYNES CHORALE,sameas,"Charity Reregistrations"
GB-CHC-1150435,GB-CHC-1181349,MILTON KEYNES MURUGAN TEMPLE TRUST,sameas,"Charity Reregistrations"
GB-CHC-1149189,GB-CHC-1177043,MINDSONG,sameas,"Charity Reregistrations"
GB-CHC-1123080,GB-CHC-1174232,MONDAY CHARITABLE TRUST,sameas,"Charity Reregistrations"
GB-CHC-523757,GB-CHC-1179842,MOOR ALLERTON SPORTS AND SOCIAL CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1075416,GB-CHC-1167307,MOORDOWN COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1089559,GB-CHC-1173489,MORECAMBE BAY PARTNERSHIP,sameas,"Charity Reregistrations"
GB-CHC-272183,GB-CHC-1179808,MORETONHAMPSTEAD SWIMMING POOL TRUST,sameas,"Charity Reregistrations"
GB-CHC-1143596,GB-CHC-1171405,MORIAH BAPTIST CHURCH RISCA,sameas,"Charity Reregistrations"
GB-CHC-1166369,GB-CHC-1181382,"MOUNT ZION BAPTIST CHURCH, CARDIGAN",sameas,"Charity Reregistrations"
GB-CHC-222596,GB-CHC-1178090,MOUNTAIN RESCUE ENGLAND AND WALES,sameas,"Charity Reregistrations"
GB-CHC-294755,GB-CHC-1160954,MRS S K WEST'S CHARITABLE TRUST,sameas,"Charity Reregistrations"
GB-CHC-1155459,GB-CHC-1178757,MUNDESLEY FREE CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1040170,GB-CHC-1076896,MURRAY HALL COMMUNITY TRUST LIMITED,sameas,"Charity Reregistrations"
GB-CHC-327287,GB-CHC-1179477,MUSLIM ASSOCIATION OF NIGERIA UK,sameas,"Charity Reregistrations"
GB-CHC-271680,GB-CHC-1149833,MUSLIM WELFARE HOUSE,sameas,"Charity Reregistrations"
GB-CHC-290098,GB-CHC-1172494,MUSLIM WORLD LEAGUE LONDON OFFICE TRUST,sameas,"Charity Reregistrations"
GB-CHC-1113809,GB-CHC-1137177,MYOTUBULAR TRUST,sameas,"Charity Reregistrations"
GB-CHC-1065058,GB-CHC-1181202,NANCY BLACKETT TRUST,sameas,"Charity Reregistrations"
GB-CHC-1149217,GB-CHC-1179099,NATIONAL CIVILIAN WW2 MEMORIAL TRUST,sameas,"Charity Reregistrations"
GB-CHC-294087,GB-CHC-1156134,NATIONAL EYE RESEARCH CENTRE,sameas,"Charity Reregistrations"
GB-CHC-306069,GB-CHC-1144528,NATIONAL INSTITUTE OF AGRICULTURAL BOTANY TRUST,sameas,"Charity Reregistrations"
GB-CHC-288167,GB-CHC-1173042,NAVNAT VANIK ASSOCIATION OF THE UNITED KINGDOM,sameas,"Charity Reregistrations"
GB-CHC-1065775,GB-CHC-1170605,NELSON'S JOURNEY,sameas,"Charity Reregistrations"
GB-CHC-1100698,GB-CHC-1161188,NEW FOUNDATIONS,sameas,"Charity Reregistrations"
GB-CHC-1125886,GB-CHC-1178511,NEW LIFE CHURCH (REDCAR),sameas,"Charity Reregistrations"
GB-CHC-1117692,GB-CHC-1179497,NEW LIFE COMMUNITY CHURCH FORDINGBRIDGE,sameas,"Charity Reregistrations"
GB-CHC-1016742,GB-CHC-1144759,NEWCASTLE CITY CENTRE CHAPLAINCY,sameas,"Charity Reregistrations"
GB-CHC-1106082,GB-CHC-1180305,NEWCASTLE PHILOSOPHY SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1127416,GB-CHC-1175783,NEWPORT PAGNELL BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1035706,GB-CHC-1181575,NORTH CORNELLY PLAYGROUP ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1150719,GB-CHC-1181310,NORTH COTSWOLD FOODBANK,sameas,"Charity Reregistrations"
GB-CHC-1074195,GB-CHC-1178154,NORWICH AND DISTRICT GROUP RIDING FOR THE DISABLED ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1053529,GB-CHC-1168331,NORWICH SHOPMOBILITY,sameas,"Charity Reregistrations"
GB-CHC-1122110,GB-CHC-1177990,NOTRE DAME REFUGEE CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1054399,GB-CHC-1153289,NOTTING HILL COMMUNITY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1116109,GB-CHC-1159496,NUEVAS ESPERANZAS UK,sameas,"Charity Reregistrations"
GB-CHC-803440,GB-CHC-1180450,NYSTAGMUS NETWORK,sameas,"Charity Reregistrations"
GB-CHC-800992,GB-CHC-1181141,OFFINGTON COUNSELLING SERVICE,sameas,"Charity Reregistrations"
GB-CHC-1044506,GB-CHC-1128326,OGLANDER ROMAN TRUST,sameas,"Charity Reregistrations"
GB-CHC-308003,GB-CHC-1169829,OLD STEVENAGE COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1117993,GB-CHC-1150581,OLDHAM CANCER SUPPORT CENTRE LTD,sameas,"Charity Reregistrations"
GB-CHC-1147784,GB-CHC-1175893,OLLIE'S TRUST LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1143190,GB-CHC-1170975,ONCE UPON A SMILE LIMITED,sameas,"Charity Reregistrations"
GB-CHC-210180,GB-CHC-1134438,ONE WORLD TRUST,sameas,"Charity Reregistrations"
GB-CHC-1090655,GB-CHC-1171686,OPEN ARMS MALAWI,sameas,"Charity Reregistrations"
GB-CHC-283458,GB-CHC-1173751,ORCHARD HOUSE PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1098765,GB-CHC-1141728,ORGANISATION CETACEA,sameas,"Charity Reregistrations"
GB-CHC-1153411,GB-CHC-1178097,OUT OF SIGHT,sameas,"Charity Reregistrations"
GB-CHC-1019923,GB-CHC-1176119,OVINGHAM AND DISTRICT UNDER 5'S,sameas,"Charity Reregistrations"
GB-CHC-293093,GB-CHC-1102435,PALLANT HOUSE GALLERY,sameas,"Charity Reregistrations"
GB-CHC-1103253,GB-CHC-1155322,PANCREATIC CANCER RESEARCH FUND,sameas,"Charity Reregistrations"
GB-CHC-249446,GB-CHC-1178290,PAPUA NEW GUINEA CHURCH PARTNERSHIP,sameas,"Charity Reregistrations"
GB-CHC-301489,GB-CHC-1180046,PARKLANDS COMMUNITY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1125948,GB-CHC-1166910,PARTNERSHIPS OVERSEAS NETWORKING TRUST,sameas,"Charity Reregistrations"
GB-CHC-220805,GB-CHC-1172357,PATE HOUSE CHARITY,sameas,"Charity Reregistrations"
GB-CHC-1052540,GB-CHC-1178620,PENKHULL CHRISTIAN FELLOWSHIP,sameas,"Charity Reregistrations"
GB-CHC-1046599,GB-CHC-1172364,PESTALOZZI WORLD CHILDREN'S TRUST,sameas,"Charity Reregistrations"
GB-CHC-273803,GB-CHC-1180370,PETERBOROUGH WOMEN'S AID,sameas,"Charity Reregistrations"
GB-CHC-301916,GB-CHC-1179587,PETERSFIELD COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-221438,GB-CHC-1158974,PHARMACIST SUPPORT,sameas,"Charity Reregistrations"
GB-CHC-1031830,GB-CHC-1172929,PINNER PARISH PRESCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1135392,GB-CHC-1169360,PLANTING PROMISE LIMITED,sameas,"Charity Reregistrations"
GB-CHC-313622,GB-CHC-1094508,POLLOCK'S TOY MUSEUM LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1027328,GB-CHC-1169918,POPLARS GROUP,sameas,"Charity Reregistrations"
GB-CHC-1052133,GB-CHC-1177044,POPLEY FIELDS COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1004629,GB-CHC-1127996,POPPY PRE-SCHOOL LIMITED,sameas,"Charity Reregistrations"
GB-CHC-505866,GB-CHC-1170996,PRESTON BROOK VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-529001,GB-CHC-1175360,QUEEN MARY'S SCHOOLS FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-255136,GB-CHC-1178117,QUEENBOROUGH FISHERY TRUST,sameas,"Charity Reregistrations"
GB-CHC-1085689,GB-CHC-1167093,RABBIT WELFARE FUND,sameas,"Charity Reregistrations"
GB-CHC-1055065,GB-CHC-1174994,RADIO FRIMLEY PARK,sameas,"Charity Reregistrations"
GB-CHC-504253,GB-CHC-1179963,RADWAY VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-209170,GB-CHC-1170878,RAINY DAY TRUST,sameas,"Charity Reregistrations"
GB-CHC-297078,GB-CHC-1174608,RANWELL PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-1024624,GB-CHC-1110661,RARE CHROMOSOME DISORDER SUPPORT GROUP,sameas,"Charity Reregistrations"
GB-CHC-1002357,GB-CHC-1170313,REDBRIDGE EQUALITIES AND COMMUNITY COUNCIL,sameas,"Charity Reregistrations"
GB-CHC-1062568,GB-CHC-1100327,REDWOOD PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-327035,GB-CHC-1180394,RESOURCE FOR ANGLICAN RENEWAL MINISTRIES,sameas,"Charity Reregistrations"
GB-CHC-1056210,GB-CHC-1173152,RESTORING HANDS,sameas,"Charity Reregistrations"
GB-CHC-1087234,GB-CHC-1178625,REX CHOSEN MINISTRIES -THE FATHER'S HOUSE,sameas,"Charity Reregistrations"
GB-CHC-204244,GB-CHC-251874,RICHARD TREVILLE,sameas,"Charity Reregistrations"
GB-CHC-1074357,GB-CHC-1180573,RIDING FOR THE DISABLED - EXETER GROUP,sameas,"Charity Reregistrations"
GB-CHC-311456,GB-CHC-1157004,"RIDLEY HALL, CAMBRIDGE",sameas,"Charity Reregistrations"
GB-CHC-225059,GB-CHC-1167623,RIPLEY AND DISTRICT AGRICULTURAL AND HORTICULTURAL SOCIETY LIMITED,sameas,"Charity Reregistrations"
GB-CHC-512913,GB-CHC-1141462,RIPON MUSEUM TRUST,sameas,"Charity Reregistrations"
GB-CHC-1052194,GB-CHC-1173787,RIVER DEE COMMUNITY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1146089,GB-CHC-1172326,ROMFORD BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1142688,GB-CHC-1174526,ROOKSDOWN COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-202824,GB-CHC-1174544,ROTARY CLUB OF SOUTHAMPTON TRUST FUND,sameas,"Charity Reregistrations"
GB-CHC-1119458,GB-CHC-1168555,ROTHERFIELD ST MARTIN,sameas,"Charity Reregistrations"
GB-CHC-1022306,GB-CHC-1181652,ROXWELL PRE-SCHOOL LTD,sameas,"Charity Reregistrations"
GB-CHC-1006880,GB-CHC-1169925,ROYAL FEMALE SCHOOL OF ART FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-259422,GB-CHC-1142186,ROYAL MARINES MUSEUM,sameas,"Charity Reregistrations"
GB-CHC-525752,GB-CHC-1063489,RYDAL PENRHOS LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1076716,GB-CHC-1175552,RYEDALE CARERS' SUPPORT,sameas,"Charity Reregistrations"
GB-CHC-509253,GB-CHC-1175175,RYTON VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-800773,GB-CHC-1180134,SAFFRON WALDEN CHORAL SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-282484,GB-CHC-1123314,SALISBURY HOSPICECARE TRUST LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1112112,GB-CHC-1181248,SCAMPPS IN SURREY,sameas,"Charity Reregistrations"
GB-CHC-1136854,GB-CHC-1170528,SCOTTY'S LITTLE SOLDIERS,sameas,"Charity Reregistrations"
GB-CHC-516491,GB-CHC-1175131,SENHOUSE MUSEUM TRUST,sameas,"Charity Reregistrations"
GB-CHC-1090662,GB-CHC-1177601,SENIOR SOLUTIONS,sameas,"Charity Reregistrations"
