org_id_a,org_id_b,org_name_b,relationship,source
GB-SC-SC039364,GB-CHC-507478,Grimsthorpe and Drummond Castle Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039370,GB-CHC-1101204,Time Banks UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039376,GB-CHC-233137,Trust Property Held in Connection with the Little Company of Mary,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039377,GB-CHC-1146149,Contact the Elderly Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039383,GB-CHC-1001327,Children in Distress,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039405,GB-CHC-269830,The Institute of Brewing & Distilling,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039410,GB-CHC-1030884,Wildfowl and Wetlands Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039411,GB-CHC-216227,Blind Veterans UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039426,GB-CHC-225971,British Heart Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039427,GB-CHC-269425,The National Autistic Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039440,GB-CHC-294494,Federation of City Farms and Community Gardens,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039445,GB-CHC-205395,Muscular Dystrophy Group of Great Britain and Northern Ireland,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039452,GB-CHC-229642,The British Psychological Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039461,GB-CHC-1063036,Bangor Pentecostal Church,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039469,GB-CHC-1059248,Church of God - United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039472,GB-CHC-313082,The British Association for Early Childhood Education,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039473,GB-CHC-244108,Riding for the Disabled Association Incorporating Carriage Driving,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039475,GB-CHC-298900,Teen Challenge UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039479,GB-CHC-288701,Wateraid,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039481,GB-CHC-1103635,The North Northumberland Hospice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039482,GB-CHC-1003825,Sparks Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039505,GB-CHC-280817,Radio Lollipop (Uk) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039512,GB-CHC-278720,Dawliffe Hall Educational Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039513,GB-CHC-1053425,The Taoist Tai Chi Society of Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039529,GB-CHC-1015581,The Coal Industry Social Welfare Organisation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039530,GB-CHC-220240,The Sons of the Sacred Heart of Jesus,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039534,GB-CHC-1051681,Amnesty International UK Section Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039535,GB-CHC-1070571,U Can Do I.t. (Internet Training),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039536,GB-CHC-232190,Institute of the Religious of the Sacred Heart of Mary Immaculate Virgin,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039550,GB-CHC-206312,Railway Benevolent Institution,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039553,GB-CHC-249515,The English Province of the Institute of Franciscan Missionaries of Mary,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039556,GB-CHC-1015324,Creative Skillset - Sector Skills Council Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039557,GB-CHC-802052,BBC Children in Need,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039570,GB-CHC-213890,The Save the Children Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039573,GB-CHC-275119,College of Occupational Therapists Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039576,GB-CHC-312832,The City and Guilds of London Institute,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039578,GB-CHC-1052076,Sue Ryder,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039583,GB-CHC-1103260,The British Pain Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039593,GB-CHC-1081247,WWF - UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039632,GB-CHC-1000340,Medical Foundation for the Care of Victims of Torture,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039635,GB-CHC-1002459,The Engineering Development Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039645,GB-CHC-1123973,Omf International (Uk),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039650,GB-CHC-302606,Hertfordshire County Scout Council,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039654,GB-CHC-1084958,Debra,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039659,GB-CHC-1083039,The Lin Berwick Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039661,GB-CHC-214379,The Institution of Chemical Engineers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039664,GB-CHC-313153,The Inspiring Futures Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039669,GB-CHC-212799,Merchant Navy Welfare Board,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039671,GB-CHC-519996,Community Integrated Care,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039681,GB-CHC-1101255,Stonewall Equality Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039682,GB-CHC-1051610,Lupus UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039683,GB-CHC-299123,Action Against Medical Accidents,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039684,GB-CHC-1090136,Retail Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039685,GB-CHC-295790,Dunard Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039692,GB-CHC-1107713,Opportunity International United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039693,GB-CHC-248226,The Institute of Leadership and Management,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039694,GB-CHC-275261,The Royal College of Midwives Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039700,GB-CHC-1016968,Young Minds Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039703,GB-CHC-1007856,Child Brain Injury Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039703,GB-CHC-1113326,Child Brain Injury Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039704,GB-CHC-1058197,Medicinema,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039714,GB-CHC-801130,The Mental Health Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039715,GB-CHC-213251,Lepra,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039718,GB-CHC-238748,Dame Agnes Weston's Royal Sailors' Rests,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039719,GB-CHC-1087471,National Association for Gallery Education,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039721,GB-CHC-1134859,The National Rheumatoid Arthritis Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039725,GB-CHC-1011222,Changing Faces,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039730,GB-CHC-326568,Charity Projects,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039731,GB-CHC-1105703,Cancer Recovery Foundation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039732,GB-CHC-288260,The Haemophilia Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039737,GB-CHC-1087794,Citizens Online,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039743,GB-CHC-1053055,Mercy Ships - U.K Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039755,GB-CHC-1102712,National Osteoporosis Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039757,GB-CHC-1062559,Teenage Cancer Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039772,GB-CHC-1016972,The Royal Collection Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039790,GB-CHC-1076829,The Miscarriage Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039791,GB-CHC-1148195,Woodcraft Folk,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039799,GB-CHC-1093577,The Ramblers' Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039804,GB-CHC-1048167,Coeliac UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039805,GB-CHC-1086375,Commonwealth Youth Exchange Council,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039808,GB-CHC-1108448,Living Streets (The Pedestrians Association),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039825,GB-CHC-1121817,British Journal of Anaesthesia,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039828,GB-CHC-1092960,Dogs for Good,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039842,GB-CHC-297877,Ben - Motor and Allied Trades Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039844,GB-CHC-279072,The Focolare Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039845,GB-CHC-1042760,The Association for Child and Adolescent Mental Health,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039848,GB-CHC-1125537,People's Health Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039856,GB-CHC-287785,The Shaw Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039857,GB-CHC-1107328,Clic Sargent Cancer Care for Children,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039861,GB-CHC-1079327,"Change, Grow, Live",sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039862,GB-CHC-1077041,The Wild Trout Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039864,GB-CHC-800066,International Institute for Environment and Development,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039866,GB-CHC-1067673,Abilitynet,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039870,GB-CHC-313364,Field Studies Council,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039877,GB-CHC-222595,The Chartered Certified Accountants' Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039886,GB-CHC-257414,The Psoriasis Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039888,GB-CHC-1013025,The Lucy Faithfull Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039897,GB-CHC-1040907,National Association for Bikers with a Disability,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039907,GB-CHC-261017,Macmillan Cancer Support,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039913,GB-CHC-251395,The Fellowship of Independent Evangelical Churches Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039929,GB-CHC-1142082,Infosound,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039933,GB-CHC-296769,The Beshara Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039945,GB-CHC-211305,The Grail Foundation of Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039948,GB-CHC-225874,Christadelphian Care Homes,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039950,GB-CHC-313115,The Fellowship of the School of Economic Science,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039986,GB-CHC-288527,The Terrence Higgins Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039988,GB-CHC-327056,The Fieldfare Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039990,GB-CHC-257376,The Electrical Safety Council,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039992,GB-CHC-1025852,Headway - the Brain Injury Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040004,GB-CHC-1092293,Buglife the Invertebrate Conservation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040008,GB-CHC-311098,Worldwide Church of God,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040009,GB-CHC-1001957,Addaction,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040013,GB-CHC-1058032,Transport Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040023,GB-CHC-1047653,Raleigh International Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040037,GB-CHC-1121569,Northern English Springer Spaniel Rescue,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040038,GB-CHC-1132448,Get Hooked on Fishing,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040047,GB-CHC-328185,The Dean Clough Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040049,GB-CHC-287546,The Sir David Cardwell Memorial Prize,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040050,GB-CHC-205913,Action for Blind People,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040052,GB-CHC-1039236,The Intensive Care Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040058,GB-CHC-1125556,Haig Housing Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040060,GB-CHC-1139516,Faculty of Occupational Medicine,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040061,GB-CHC-251681,The British Nutrition Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040092,GB-CHC-293851,The Institute of Physics,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040093,GB-CHC-272715,"The Energy, Petroleum, Mineral and Natural Resources Law and Policy Education Trust",sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040094,GB-CHC-1082947,Crisis UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040096,GB-CHC-1093387,Fire Fighters Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040111,GB-CHC-1168037,The Fellowship of Independent Evangelical Churches,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040111,GB-CHC-263354,The Fellowship of Independent Evangelical Churches,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040116,GB-CHC-1012361,The Bat Conservation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040117,GB-CHC-1088475,Hospice of Hope Romania Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040118,GB-CHC-1107724,Rock UK Adventure Centres Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040119,GB-CHC-276346,Barnabas Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040123,GB-CHC-295716,Juvenile Diabetes Research Foundation Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040124,GB-CHC-1103567,The Association of British Members of the Sovereign Military Hospitaller Order of St. John of Jerusalem of Rhodes and of Malta,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040127,GB-CHC-1126290,Aapg - Europe,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040130,GB-CHC-264209,The Nautical Archaeology Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040134,GB-CHC-236629,National Federation of the Blind of the United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040136,GB-CHC-1014274,Chernobyl Children's Lifeline,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040142,GB-CHC-234239,The Embroiderers' Guild,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040148,GB-CHC-1099163,One Spirit Interfaith Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040154,GB-CHC-224392,Blue Cross,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040180,GB-CHC-1155156,Gardeners' Royal Benevolent Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040196,GB-CHC-1079049,Cystic Fibrosis Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040231,GB-CHC-1014705,Whale and Dolphin Conservation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040254,GB-CHC-1096429,NPTC,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040260,GB-CHC-273365,British Society of Paediatric Dentistry,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040273,GB-CHC-1116965,The Hans Gal Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040299,GB-CHC-800072,The Cranfield Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040324,GB-CHC-244067,The Chartered Institute of Housing,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040341,GB-CHC-1128090,The Outward Bound Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040343,GB-CHC-235080,Child Evangelism Fellowship of Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040356,GB-CHC-1114724,National Youthbike,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040357,GB-CHC-306070,National Playing Fields Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040430,GB-CHC-223106,The Royal College of General Practitioners,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040456,GB-CHC-280577,Release International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040457,GB-CHC-226226,The Church Army,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040468,GB-CHC-280942,The Institute of Group Analysis,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040486,GB-CHC-293358,Hearing Dogs for Deaf People,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040490,GB-CHC-230165,Society of Jesus Trust of 1929 for Roman Catholic Purposes,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040506,GB-CHC-1045411,The Springboard Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040507,GB-CHC-228906,The Congregation of the Sisters of Nazareth Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040511,GB-CHC-282264,Broadcasting Support Services,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040512,GB-CHC-269971,Brahma Kumaris World Spiritual University (Uk),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040536,GB-CHC-1080953,Country Holidays for Inner City Kids,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040556,GB-CHC-1099804,Students for Kids International Projects,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040576,GB-CHC-212325,The Evangelical Alliance,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040577,GB-CHC-1072216,The Back-Up Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040578,GB-CHC-1004490,Churches Child Protection Advisory Service,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040604,GB-CHC-219432,Samaritans,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040607,GB-CHC-1102391,Ataxia UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040610,GB-CHC-1078275,National Day Nurseries Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040616,GB-CHC-1038253,Step Together Volunteering,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040665,GB-CHC-1132642,The Chartered Institute for Securities and Investment,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040673,GB-CHC-297359,Deeper Christian Life Ministry,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040697,GB-CHC-293575,Aagbi Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040699,GB-CHC-287106,The Uphill Ski Club of Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040700,GB-CHC-278212,Crohn's in Childhood Research Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040701,GB-CHC-1044071,British Union Conference of Seventh-Day Adventists,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040713,GB-CHC-1116971,Show Racism the Red Card,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040717,GB-CHC-802047,Ronald Mcdonald House Charities (Uk),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040728,GB-CHC-1111436,Community Money Advice Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040748,GB-CHC-1097984,Aid to the Church in Need (United Kingdom),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040750,GB-CHC-1125949,Royal Society for Public Health,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040753,GB-CHC-1109103,Missionary Sisters of St Columban Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040779,GB-CHC-1016532,The National Deaf Children's Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040784,GB-CHC-1102759,Tomorrow's People Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040796,GB-CHC-1128983,Border Collie Rescue,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040810,GB-CHC-1053866,The Family Fund Trust for Families with Severely Disabled Children,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040873,GB-CHC-1136896,The Chartered Institution of Highways and Transportation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040905,GB-CHC-702632,Autism Initiatives (Uk),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040914,GB-CHC-1071038,Bowel Cancer  UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040944,GB-CHC-1060571,Prospects for People with Learning Disabilities,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040964,GB-CHC-1122475,Healthy Planet Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040972,GB-CHC-1126044,Reuseful UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040987,GB-CHC-207812,Elizabeth Finn Care,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040988,GB-CHC-1008196,Operation Mobilisation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040990,GB-CHC-221026,Environmental Protection UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041012,GB-CHC-1143472,The Society for Mucopolysaccharide Diseases,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041022,GB-CHC-1088631,Migrant Helpline,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041034,GB-CHC-1108160,The Cleft Lip and Palate Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041036,GB-CHC-1130309,Read for Good,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041077,GB-CHC-1129693,The Moira Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041079,GB-CHC-222377,Royal Mencap Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041100,GB-CHC-1125467,Alpha 1 Awareness UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041101,GB-CHC-1058162,Christian Blind Mission (United Kingdom) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041102,GB-CHC-294884,National Playbus Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041110,GB-CHC-1093927,The Institute for Philanthropy,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041111,GB-CHC-1044539,BCM International UK (Anchor) Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041112,GB-CHC-1014851,Hospice UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041123,GB-CHC-1156877,Airfields of Britain Conservation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041152,GB-CHC-1072376,Leap Confronting Conflict,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041156,GB-CHC-207711,Arthritis Research UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041161,GB-CHC-1139570,The Firefighters Memorial Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041191,GB-CHC-273724,Royal College of Speech and Language Therapists,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041198,GB-CHC-1079675,The Prince's Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041199,GB-CHC-1037087,The PSP Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041201,GB-CHC-249002,The Institute of Advanced Motorists Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041205,GB-CHC-1122836,Kenya Aid Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041209,GB-CHC-285174,The British Thoracic Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041236,GB-CHC-1133542,Jo's Cervical Cancer Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041240,GB-CHC-267917,The Family Federation for World Peace and Unification,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041242,GB-CHC-209780,Seventh-Day Adventist Association Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041252,GB-CHC-1123975,The Church of Pentecost - UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041260,GB-CHC-1026148,Global Action Plan,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041285,GB-CHC-1099748,Vineyard Churches UK and Ireland,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041298,GB-CHC-275666,Scottish Terrier Emergency Care Scheme,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041314,GB-CHC-1108428,Saint John of God Hospitaller Services,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041327,GB-CHC-1083036,Ucare Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041329,GB-CHC-1128355,Life 2009,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041397,GB-CHC-1098815,Survivors of Bereavement By Suicide,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041398,GB-CHC-1132982,Giveall2charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041453,GB-CHC-1160148,Edith Cavell Fund for Nurses,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041453,GB-CHC-210571,Edith Cavell Fund for Nurses,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041475,GB-CHC-1091657,Global Charities,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041481,GB-CHC-1015286,Results Education,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041488,GB-CHC-1111147,Moto in the Community,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041548,GB-CHC-803000,Council of Professors and Heads of Computing,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041550,GB-CHC-274681,International Glaucoma Association Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041571,GB-CHC-215011,Sacred Heart Fathers Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041582,GB-CHC-1078287,British Wireless for the Blind Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041584,GB-CHC-1123285,Salmon & Trout Conservation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041592,GB-CHC-801395,The National Childbirth Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041594,GB-CHC-213280,Royal College of Obstetricians and Gynaecologists,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041623,GB-CHC-278837,Reach Volunteering,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041628,GB-CHC-207495,The Multiple Sclerosis Society of Great Britain and Northern Ireland,sameas,Charity Registered in Scotland and England & Wales
